0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,X,Y
10.0,8.017756543190812,6.80307963788446,5.964510216682377,5.455433418715065,5.127576156346979,4.96210707903419,8.04661152445997,4.796638001721402,6.889644581691931,4.462618954838333,6.1129024752948995,3.928895018811083,5.570819828389719,3.1437942008038524,5.215904003775552,1.9659304793632253,5.037896859788354,4.859889715801156,4.502776964466527,3.951906610679503,3.155130744564859,1.9697093272835602,3.935631935382915e-06,2.5,4.0
10.0,8.03340141638608,6.848429557786415,6.051488068759273,5.517055713081004,5.285756016854444,5.126289932925691,8.03820609471396,4.966823848996938,6.8628435927700515,4.560259209508486,6.075232617422802,3.9738390896486906,5.529517847233585,3.1597880834648215,5.174357546536287,1.9686845397607082,4.996813860262364,4.81927017398844,4.464255729590045,3.9191243845964463,3.1328818845166406,1.9597158067779812,3.92839248975371e-06,2.0,5.5
10.0,8.028093540690506,6.830016424640106,6.004439030476568,5.411537518737689,5.085741670259538,4.926856467006363,8.042833005675515,4.767971263753188,6.874234819595129,4.458226299218641,6.091257912503483,3.929528323254177,5.547606813405858,3.143129938843707,5.193002479483854,1.9642673207962633,5.015489233010918,4.837975986537982,4.482527334568243,3.93549896327968,3.1447699492964176,1.964813990947167,3.929073453596523e-06,2.5,5.0
10.0,8.043576775233849,6.866852597561755,6.074774493619347,5.525491335164562,5.17772138880845,5.061797967486995,8.044724313930491,4.945874546165539,6.870295213651688,4.5123428720109136,6.081158027461823,3.9376207385745774,5.533454833769287,3.137170499520509,5.176767671588273,1.9574459274907277,4.998441933323233,4.820116195058192,4.4635004041790465,3.9160826956939827,3.1276151402393575,1.9542608077303434,3.9116989118232476e-06,2.0,6.5
10.0,8.031319388835,6.840215845273348,6.026164839211637,5.439744719466891,5.033180080076049,4.873713996161765,8.040288121790827,4.714247912247482,6.86712204414083,4.482948215981193,6.0808795441042784,3.9485158601692656,5.535748199128914,3.151574370995471,5.180733754736076,1.9666025122318125,5.003190068462912,4.825646382189746,4.470486081489923,3.924771311286623,3.137160335899793,1.9617978338665862,3.9283924893134205e-06,2.5,6.0
10.0,8.034381826492478,6.848050315996726,6.042114205437098,5.46821073949729,5.0694169281336094,4.833140834715133,8.040081933624409,4.596864741296657,6.865150637392522,4.596864194986095,6.077108000807824,3.9792037406610223,5.530763878870559,3.158866915744421,5.175113234850048,1.9673744971783793,4.997318603871358,4.819523972892669,4.4639960929984195,3.9181430275661993,3.1312522073372877,1.9581695943760016,3.9255362404819e-06,2.5,7.0
10.0,8.077788095221697,6.917613369523694,6.130514910608012,5.580644578217422,5.2213702974451115,5.04150858938109,7.989107521736353,4.861646881317069,6.651571649067666,4.501474329833293,6.0182372775563024,3.9480109145968467,5.519877107704189,3.151234713542906,5.179984685269765,1.967534293426663,5.007060916090043,4.834137146910321,4.482334492625856,3.9363333953735817,3.1453657012908347,1.9655779560093056,3.933104383227202e-06,3.0,1.5
10.0,8.048998092556111,6.898103741860959,6.127714589935007,5.590912075710867,5.239442199845048,5.063049486292181,7.946467575920026,4.886656772739315,6.5905121919527065,4.532555794393664,6.590510944011583,3.985228870250197,5.871763707081302,3.1898373714507735,5.443892883777533,1.9967903945577097,5.238181385687501,5.032469887597467,4.637494718541104,4.050330098600448,3.2227220284168028,2.0077519468797194,4.004534332368764e-06,3.5,1.0
10.0,8.0521340005324,6.937383171623379,6.171794453619435,5.627796956272018,5.268806941415955,5.088282165742193,7.989440238050994,4.907757390068431,6.749301884179167,4.544648302229444,6.012185393892926,3.984174512950334,5.5044544718682396,3.1776292300604583,5.168771674986464,1.9823702610393603,4.998987264996767,4.82920285500707,4.485748011930056,3.946928905124425,3.158708702140272,1.9760634183992978,3.958425762587133e-06,3.0,2.5
10.0,8.008052622307257,6.847527692392163,6.080700498032933,5.549495884173053,5.2022280871356426,5.027958501708154,8.0054824446845,4.853688916280666,6.839817159523886,4.503878371608122,6.274813359596759,3.962502767207713,5.745468490040344,3.1733970439748824,5.375134927147127,1.987208741178883,5.186711536050504,4.9982881449538805,4.614928143460602,4.033477519503947,3.2095633090581166,1.9992641628732941,3.986464931122315e-06,3.5,2.0
10.0,8.031779223134153,6.8766729144220005,6.152457564521579,5.631373572969311,5.281060777064074,5.103129606976451,8.009414818086217,4.925198436888829,6.809579699278192,4.563786552443576,6.031641256657155,3.998306206731251,5.501320379452304,3.185208295497542,5.157101861459385,1.9849868085199085,4.984773024255405,4.812444187051427,4.467347356228428,3.93351322770326,3.1517290776555917,1.973827069239258,3.958805960147246e-06,3.0,3.5
10.0,8.00941481790225,6.8095796989967,6.031641256341935,5.501320379132538,5.157101861144415,4.984773023944844,8.031779222943756,4.812444186745273,6.876672914121219,4.467347355935108,6.152457564171623,3.933513227437551,5.631373572612152,3.151729077438591,5.281060776713462,1.973827069101855,5.103129606631858,4.925198436550254,4.563786552122527,3.9983062064469124,3.1852082952709133,1.9849868083792954,3.9588059598692305e-06,3.5,3.0
10.0,8.02944283665287,6.853594940970012,6.086197215411661,5.598561025237718,5.267995636601025,5.097371314843017,8.024160544249604,4.926746993085009,6.837748063760217,4.574815094689669,6.048897522824629,4.001712865481133,5.506496534032988,3.1821610839688255,5.154902011963925,1.9807353590378662,4.9793857343539525,4.803869456743981,4.453398868373153,3.915493614374455,3.13696247164724,1.965669154930671,3.9463966211752955e-06,3.0,4.5
10.0,8.016873579197329,6.813439158998,6.001276761743011,5.462031266169861,5.118625855874408,4.948044850272652,8.03650899136509,4.777463844670895,6.872345395501283,4.438545232559319,6.1073505873788925,3.917246929721681,5.576214856252694,3.142414693361144,5.227458815863715,1.9684136692847527,5.051959096125117,4.876459376386518,4.5232165378211,3.974133613989146,3.171808645043375,1.9782116531788292,3.9466174292287235e-06,3.5,4.0
10.0,8.035736608501313,6.856873990605614,6.0704756063147185,5.54177763044259,5.2320326659543515,5.073147462711925,8.035189938325798,4.914262259469499,6.8552339800790705,4.588466410988032,6.064504966146027,3.995564899142996,5.517476594878211,3.1699875048416857,5.162027942914398,1.9719103886235492,4.984514696442025,4.807001449969652,4.452397116043971,3.9087460169286836,3.1257691097895486,1.9571709236061696,3.92907345408281e-06,3.0,5.5
10.0,8.019268588210117,6.817842863830895,5.9982910827201055,5.425188853780938,5.07325695547758,4.902632633736703,8.034334792253684,4.732008311995825,6.8630414759615945,4.401442923335672,6.084510333459512,3.9138067329693267,5.5466050795626565,3.1464090069916093,5.196134491226056,1.9705611106930205,5.020618213622631,4.845101936019207,4.493507413942109,3.951106425083265,3.162255883947027,1.9758434030114929,3.946396620911272e-06,3.5,5.0
10.0,8.0436200769248,6.867918836115712,6.078257585286497,5.532982505261358,5.186068082341324,5.029140896629052,8.04369984133382,4.872213710916781,6.868158129342775,4.591419390987728,6.078207732454203,3.962492908501383,5.530081074346635,3.145301427890079,5.1732359810062665,1.9597339416481776,4.994872107202228,4.8165082333981895,4.459897831522401,3.9127099392731552,3.1249615005339284,1.9529539658627937,3.912680082150807e-06,3.0,6.5
10.0,8.017203755309046,6.8159835728049725,5.995460984911879,5.411002115209796,5.020917529388569,4.839224675373082,8.029360484251484,4.657531821357593,6.852453759632283,4.320844991116866,6.067340239911218,3.9499771437367848,5.525141574047191,3.1740613837161797,5.1727644477940276,1.9814643630467947,4.996662388905364,4.820560330016701,4.468529220715206,3.9277146226578608,3.1456062077332914,1.9719793043858316,3.9534357605611045e-06,3.5,6.0
10.0,8.018978748937116,6.821018556648517,6.004931077885306,5.423547567565847,5.026148913281158,4.810320052850624,8.028100428003306,4.594491192420091,6.848383593847085,4.128574404982644,6.059604612950175,4.1285735495266005,5.514368582901879,3.2222869876012794,5.1601245169080014,1.9920013735929714,4.9831947176421565,4.8062649183763115,4.452789787306808,3.9106294969560094,3.129064934902004,1.9609273560265459,3.95292082377787e-06,3.5,7.0
10.0,8.051776275511523,6.883102072765393,6.096440402960032,5.54920191426047,5.192238236873085,5.013622996759578,8.031554661892581,4.835007756646071,6.822437231908565,4.477510473579425,5.931270495985116,3.928137562162825,5.481284313061496,3.1363575544494227,5.155299895087712,1.9587529891944933,4.986380921142273,4.8174619471968345,4.467770469388862,3.9229560471284923,3.1338703106010066,1.9579239079116875,3.916669063768053e-06,4.0,1.5
10.0,8.03907659728343,6.870939018571532,6.089374456578348,5.547214166242068,5.1937390351695845,5.016809235898695,8.008002579860925,4.839879436627806,6.777716966304017,4.485635370616734,5.871430404933269,3.940399340526106,5.871429549477226,3.151620359542735,5.405512761781271,1.9719035252245423,5.189683901248985,4.973855040716701,4.576456386283514,3.995072875795631,3.1789853968445994,1.9810252043251635,3.952920823708058e-06,4.5,1.0
10.0,8.046611523780328,6.889644580687694,6.112902474160591,5.570819827222003,5.215904002612334,5.03789685863481,8.01775654240833,4.859889714657287,6.803079636571698,4.502776963356864,5.964510215004411,3.9519066096552704,5.455433417032721,3.1551307437119296,5.127576154727713,1.9697093267344732,4.962107077458814,4.796638000189915,4.462618953419329,3.9288950175853365,3.143794199847679,1.9659304787797227,3.935631934250327e-06,4.0,2.5
10.0,8.028024648957755,6.8543977455692096,6.07228933062858,5.531474732567005,5.179443623265929,5.003341564378384,8.018539590276523,4.827239505490839,6.8259425695255125,4.474862379241735,6.050026809439347,3.932663713388052,5.6791589620418,3.14755019368839,5.342472131814232,1.9706434691091537,5.160779277808675,4.979086423803118,4.589001838008455,4.004542968342526,3.184020380492883,1.9828001980439844,3.9534357602816175e-06,4.5,2.0
10.0,8.036508991668896,6.872345395972482,6.107350587935185,5.576214856840144,5.227458816456288,5.051959096715696,8.016873579513994,4.876459376975104,6.81343915950778,4.523216538396592,6.001276762368774,3.974133614522934,5.462031266832096,3.171808645484617,5.118625856538259,1.9782116534592742,4.948044850931287,4.777463845324315,4.438545233190262,3.917246930292724,3.142414693821635,1.9684136695716132,3.946617429796027e-06,4.0,3.5
10.0,8.024160543945452,6.837748063299096,6.048897522292913,5.506496533477629,5.15490201140574,4.979385733798072,8.029442836318886,4.803869456190403,6.853594940419393,4.453398867831618,6.0861972147134935,3.915493613868751,5.598561024471856,3.1369624712207447,5.267995635826909,1.9656691546535203,5.097371314074929,4.926746992322948,4.57481509395997,4.001712864846207,3.1821610834751666,1.9807353587383272,3.946396620598607e-06,4.5,3.0
10.0,8.031590277557148,6.857589253616624,6.082757017342591,5.561458714551826,5.222540102457838,5.051959096860162,8.02179229365805,4.881378091262485,6.8281953019193296,4.5379726809657654,6.025870333045976,3.9987271853640776,5.476787409246654,3.1865647880183308,5.123544570691484,1.9831303676678922,4.948044850954445,4.772545131217406,4.423789090824418,3.8926533596738357,3.1276585514848603,1.9634949554900683,3.946617429923101e-06,4.0,4.5
10.0,8.021792293529842,6.82819530171761,6.025870332801947,5.4767874089835615,5.123544570422405,4.948044850684456,8.031590277426005,4.772545130946506,6.857589253406104,4.423789090555861,6.082757017081532,3.8926533594195227,5.561458714263381,3.127658551269448,5.222540102159118,1.9634949553511811,5.051959096559058,4.8813780909589966,4.5379726806630165,3.998727185078002,3.186564787785279,1.9831303675231244,3.946617429639446e-06,4.5,4.0
10.0,8.034073457228976,6.856209736401651,6.071108918838053,5.5373849831288435,5.203365936430888,5.037896859190329,8.030294609252007,4.872427781949769,6.84487319247074,4.544570519685485,6.048097326638008,4.035493721710969,5.497226972991576,3.196924299907881,5.140114221713239,1.9822473937288492,4.962107077741964,4.784099933770688,4.42918410916392,3.8871014622037614,3.1103593555926716,1.9533924122904458,3.9356319347554256e-06,4.0,5.5
10.0,8.015017150544105,6.814795663724325,6.001697752596522,5.436217406951566,5.074805522538476,4.896874352461898,8.026176889818867,4.71894318238532,6.848274881548612,4.368630386492097,6.066490731590331,3.8475463949266104,5.532656603115836,3.1233310449359486,5.1875597723163915,1.9682247360212215,5.015230935120501,4.842902097924611,4.498683579940491,3.968362702727295,3.19042426004436,1.9905891410573582,3.958805959466661e-06,4.5,5.0
10.0,8.042080009175825,6.866133606761316,6.077047870445471,5.532233448357805,5.182541970679649,5.0136229968016055,8.041250927860208,4.844704022923562,6.863646362814466,4.51871960508954,6.0718663552172405,4.068733422378412,5.522493443859954,3.1775666859409415,5.164996160818649,1.968449255438371,4.986380920713136,4.807765680607623,4.4508020032268725,3.903563514511803,3.116901844629272,1.948227641667814,3.916669063768057e-06,4.0,6.5
10.0,8.000739823284178,6.790440676903697,5.966526466314773,5.385075842249497,5.001715840682033,4.813292449551621,8.01279524499447,4.6248690584212095,6.826606942034572,4.254535495467023,6.0375012187046835,3.725190625854863,5.496125614249531,3.160186826030728,5.1463150695503055,1.9945215412348352,4.972045484112922,4.797775898675539,4.450508101625231,3.919303487765754,3.152476293454603,1.9919513637094597,3.986464932014431e-06,4.5,6.0
10.0,7.9922520579259615,6.777281976565455,5.949673906516735,5.362509286686921,4.96753411771785,4.761822619679952,8.003213610229293,4.556111121642054,6.8101666334754505,4.128240298459531,6.014775134756249,3.409493061775898,5.467448210656896,3.409491813834774,5.1133472323324085,2.053536429242509,4.9369545187873,4.760561805242192,4.409091929386244,3.872289415161047,3.1019002631959895,1.9510059123629138,4.004534332536758e-06,4.5,7.0
10.0,8.047049947033273,6.8750424124617675,6.087293973764767,5.540106081529251,5.183495679654888,5.005131805849322,8.040269971298205,4.826767932043755,6.854702485256565,4.469922838695852,6.037511004838013,3.921796180566174,5.408584522564127,3.1318457836278593,5.127790202548757,1.9563040715382185,4.970863016791728,4.813935831034698,4.467021408021947,3.921746327884891,3.132085076931446,1.9563838359727472,3.912680082150802e-06,5.0,1.5
10.0,8.041834331330815,6.868751718447269,6.081860898251219,5.5360078328297995,5.1804799529368,5.002685321957005,8.032629428573568,4.82489069097721,6.841137010175522,4.469240046951025,6.020800185436427,3.9228959249968707,5.403139731358225,3.1348532883737468,5.403139185047662,1.9599219920646003,5.166863091535758,4.930586998023853,4.531793186551698,3.957889720505724,3.151953609838868,1.9656220992196403,3.92553624021176e-06,5.5,1.0
10.0,8.042833005977077,6.874234820045848,6.091257913022975,5.547606813950931,5.193002480034249,5.015489233560497,8.028093541038949,4.837975987086745,6.830016425231469,4.48252733510842,6.004439031267454,3.935498963789811,5.411537519682323,3.1447699497338206,5.08574167120897,1.9648139912360982,4.926856467940228,4.767971264671486,4.45822630006987,3.9295283239716796,3.1431299393880354,1.9642673211208361,3.929073454210026e-06,5.0,2.5
10.0,8.038206094608416,6.86284359261439,6.075232617244925,5.529517847047805,5.174357546349091,4.996813860075593,8.033401416259576,4.819270173802096,6.84842955756787,4.46425572940682,6.0514880684584185,3.919124384423455,5.517055712705132,3.1328818843679254,5.285756016456274,1.959715806679025,5.126289932535642,4.966823848615011,4.560259209181344,3.9738390893861215,3.1597880832708136,1.9686845396466548,3.928392489540701e-06,5.5,2.0
10.0,8.034334792253242,6.8630414759609115,6.0845103334587005,5.546605079561787,5.196134491225168,5.02061821362174,8.01926858820964,4.845101936018312,6.817842863830106,4.493507413941219,5.998291082719092,3.951106425082414,5.425188853779772,3.16225588394629,5.073256955476362,1.9758434030110064,4.902632633735475,4.732008311994588,4.401442923334448,3.913806732968211,3.146409006990729,1.9705611106924863,3.9463966209102505e-06,5.0,3.5
10.0,8.035189938073334,6.855233979696871,6.064504965700278,5.51747659440621,5.162027942434898,4.9845146959618125,8.035736608217704,4.807001449488727,6.856873990129985,4.452397115567696,6.070475605687771,3.9087460164747596,5.541777629698796,3.1257691093957183,5.232032665151953,1.95717092334267,5.073147461895925,4.914262258639896,4.588466410162624,3.995564898451928,3.1699875043249603,1.9719103883190836,3.929073453514847e-06,5.5,3.0
10.0,8.026176890068658,6.848274881943109,6.066490732073376,5.5326566036490785,5.18755977287297,5.015230935685093,8.015017150799729,4.842902098497216,6.81479566413632,4.498683580521816,6.001697753113431,3.968362703300357,5.43621740753521,3.1904242605561057,5.074805523153982,1.990589141391807,4.896874353088345,4.7189431830227075,4.368630387141389,3.847546395562812,3.1233310454827565,1.9682247363673575,3.9588059601472445e-06,5.0,4.5
10.0,8.030294608953428,6.84487319200694,6.048097326081057,5.49722697238817,5.140114221091235,4.962107077114698,8.034073456911687,4.784099933138161,6.8562097358817145,4.429184108528948,6.071108918171529,3.8871014615869552,5.537384982357231,3.1103593550465964,5.203365935598112,1.9533924119208774,5.037896858333687,4.872427781069261,4.544570518770679,4.035493720798542,3.1969242991940376,1.982247393303358,3.935631933960367e-06,5.5,4.0
10.0,8.02394054039145,6.841295256873309,6.053075054040645,5.514255947338225,5.170801104323126,5.001016694360601,8.017633697745003,4.831232284398076,6.822374728933967,4.495549487563072,6.015829446177023,3.9878185655810396,5.455355656979198,3.250702075257721,5.0922465691822225,2.010563721008527,4.911721793524756,4.73119701786729,4.372207003034399,3.828209505692914,3.062620787623061,1.947869958463641,3.958425762620643e-06,5.0,5.5
10.0,8.017633697595933,6.822374728697577,6.015829445885371,5.455355656653756,5.092246568839316,4.911721793175076,8.023940540239728,4.731197017510835,6.841295256628955,4.372207002668311,6.053075053733316,3.8282095053243603,5.514255946987992,3.062620787281906,5.170801103947157,1.9478699582265766,5.001016693973336,4.831232283999515,4.495549487145068,3.987818565145304,3.250702074837398,2.0105637207450746,3.958425762120127e-06,5.5,5.0
10.0,8.034425977168192,6.854638231932787,6.063670537883423,5.517669440656424,5.165866786389734,4.9929430172192095,8.03246963974767,4.820019248048684,6.848769219671224,4.480126825633274,6.051993018641442,3.9817666558114038,5.4985296034192155,3.34843228434225,5.138357051942769,2.0108964115347443,4.95849534388163,4.77863363582049,4.419359355052376,3.869489022663483,3.082390563738462,1.9222158380001486,3.933104383326126e-06,5.0,6.5
10.0,7.983741044214919,6.7655017114444505,5.939552504606671,5.360462597764626,4.980618871095643,4.791158157827505,7.993106447355563,4.601697444559368,6.793597920866383,4.223698318155799,5.994860707524599,3.6519868123754176,5.447927117689503,2.8780275149865036,5.097269139916734,1.9650314418820085,4.9237574300168205,4.750245720116908,4.406856858290025,3.8889997322384806,3.1573205274579816,2.058129112705835,4.023152508282827e-06,5.5,6.0
10.0,7.930483591862085,6.678471478143999,5.826891326253878,5.225498061636658,4.825249046542276,4.620664781956126,7.941824354630314,4.416080517369975,6.712493766448685,3.9979924741197554,5.894087217755139,3.3252430968791886,5.332964893562152,2.260326806034806,4.972121492899413,2.2603249176752698,4.793297317477193,4.6144731420549725,4.260019841028827,3.7244579153822146,2.969835876860326,1.867375391856332,4.1276920541474935e-06,5.5,7.0
10.0,8.045743104427707,6.8723887721397166,6.083921216786394,5.536503508340047,5.179887717470036,5.001561979204581,8.042557984758263,4.823236240939126,6.86283341313138,4.466549078747318,6.062383174453258,3.91884588501378,5.487661041430334,3.129708698720524,5.054129367761703,1.9552795982208784,4.938205946320897,4.822282524880092,4.4745125781659265,3.9252294193504964,3.133151315058499,1.9564271370002038,3.9116989118232586e-06,6.0,1.5
10.0,8.045573033907065,6.871690463198929,6.082782091013082,5.535105621696908,5.178369844025143,5.000001955189919,8.043826234443419,4.8216340663546955,6.8664500648079905,4.464898288685565,6.071524938918619,3.9172218193799315,5.512203139872342,3.128313447221194,5.128052315174641,1.954430876571791,5.128052059074176,4.871951594786601,4.4878007702528,3.928478971325506,3.1335538455385485,1.9561776760109095,3.910600731381238e-06,6.5,1.0
