0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,X,Y
10.0,7.765020419378981,6.577544176423672,5.807750729560466,5.307438959597501,5.0537533159612815,7.868411273394856,4.800067672325062,6.887716738471296,4.285636867743147,6.0772235010475875,3.4593672824041413,5.525981217916508,2.173663353960333,5.2460016610364235,4.966022104156338,4.397346159767081,3.517118277310666,2.1929136855958404,4.366568306419561e-06,2.5,2.0
10.0,7.84011161297697,6.585342844922672,5.998958415539699,5.494575224391528,5.223738900444909,7.8408086121046665,4.95290257649829,6.58743384230576,4.373940471859985,5.779403670112643,3.4892403885164827,5.264333158062453,2.1719740259612212,5.00627515263928,4.748217147216108,4.231055637573609,3.414661475011253,2.1471143881261443,4.319079775927814e-06,2.0,3.5
10.0,7.815426425314515,6.471619900285409,5.699299378871976,5.211758929549148,4.9654923212989495,7.888548487389928,4.7192257130487505,6.690986086511647,4.221699729370784,5.889881078886655,3.409437070536802,5.366320575557506,2.1412095450869644,5.10145788185348,4.836595188149454,4.3007049166625,3.450280836406298,2.1548241337101293,4.29602508674692e-06,2.5,3.0
10.0,7.859523529023374,6.579321594883639,5.767658617391348,5.417723147042196,5.1795806495181145,7.866960132149423,4.941438151994033,6.601631404261786,4.3388036322468615,5.778204411299007,3.4523746096178494,5.25357240436224,2.1480446250946557,4.991429133725578,4.729285863088918,4.205344787479039,3.38468151982382,2.125480261829979,4.273516339891955e-06,2.0,4.5
10.0,7.843643592629542,6.523520803023961,5.6280796280684235,5.14191586836483,4.904557132339186,7.881473432968924,4.667198396313543,6.637010324042105,4.2039272119145625,5.823873853671092,3.400056338177481,5.3019205567232905,2.1339735034021308,5.039853562773115,4.77778656882294,4.2514718899700386,3.4208898919786312,2.140918021335847,4.2748829749720285e-06,2.5,4.0
10.0,7.879066367191363,6.609586413516812,5.778666011093001,5.262492893676102,5.0904350307469635,7.8813005220236505,4.918377167817824,6.616288878013673,4.274948788378191,5.788509111269352,3.406377383091756,5.259901640277391,2.1247469233605587,4.99568489031768,4.731468140357968,4.203208611511085,3.3768206133470784,2.114894666778999,4.239633110873336e-06,2.0,5.5
10.0,7.851959648791794,6.547629664532803,5.661200642128202,5.0585661225626115,4.820423625064041,7.874524011998808,4.582281127565471,6.615322754153845,4.23234565713678,5.794659486561422,3.4206826793803664,5.270718410970696,2.1404807449219527,5.008575140336518,4.74643186970234,4.221799862756351,3.3983728697428774,2.1330441417094557,4.2735163395987285e-06,2.5,5.0
10.0,7.857770099902786,6.564094535529435,5.694423875633583,5.101077482317029,4.749548790512917,7.872042475079147,4.398020098708805,6.60691166105852,4.398019285940431,5.781731657414593,3.463428264129594,5.255515949140534,2.1488019893674455,4.992558081244169,4.729600213347804,4.203984450036401,3.381204226243104,2.121393976738615,4.270187425731209e-06,2.5,6.0
10.0,7.91953237112806,6.670403849156475,5.844510912178747,5.313571821638052,5.047385520274162,7.818566620914074,4.78119921891027,6.367506598514516,4.247393103995401,5.71425502107901,3.410032069520982,5.239261649383145,2.1328532009686416,4.990974878563411,4.742688107743676,4.2245343961606014,3.398641459176263,2.129056330853735,4.26190100802036e-06,3.0,1.5
10.0,7.884835591560766,6.641420127726125,5.829512369025556,5.308986553219986,5.047761370808679,7.780023639169937,4.786536188397371,6.32698427055364,4.2621612745577115,6.326982966923608,3.4348571237207883,5.627119570343533,2.157306237847095,5.303219929810675,4.979320289277816,4.383585123726457,3.496468015280235,2.1778432017002434,4.3351407692658e-06,3.5,1.0
10.0,7.888548487789697,6.690986087084351,5.889881079500823,5.366320576165931,5.10145788245066,7.815426425760977,4.836595188735389,6.47161990099819,4.300704917209195,5.699299379607842,3.450280836860459,5.211758930256273,2.1548241339997976,4.965492321982953,4.719225713709635,4.221699729967931,3.4094370710170425,2.141209545385325,4.296025087334947e-06,3.0,2.5
10.0,7.840808611868059,6.587433841983228,5.779403669769058,5.264333157720866,5.006275152302906,7.840111612684165,4.7482171468849454,6.585342844431544,4.231055637261296,5.998958414991448,3.414661474745297,5.494575223870241,2.1471143879519987,5.223738899946532,4.952902576022823,4.373940471449196,3.4892403881994305,2.1719740257700426,4.319079775562491e-06,3.5,2.0
10.0,7.865352771270396,6.621736645663624,5.868248310990266,5.371077409953191,5.115562636218453,7.838247389240489,4.8600478624837145,6.540420499573906,4.335159668581836,5.7209364521320785,3.4708021624492624,5.207266622902887,2.1617569077931122,4.951751849168149,4.696237075433411,4.187847809723648,3.389486016359542,2.1346515257632053,4.296399840756636e-06,3.0,3.5
10.0,7.838247389082954,6.540420499333768,5.720936451864996,5.207266622632844,4.951751848900668,7.86535277110635,4.696237075168492,6.621736645403957,4.187847809471942,5.868248310687802,3.389486016145586,5.371077409643803,2.1346515256249257,5.115562635911627,4.860047862179451,4.335159668294747,3.4708021622157745,2.1617569076483214,4.2963998404735654e-06,3.5,3.0
10.0,7.866030771896962,6.599947937396173,5.79607706385114,5.332805879545596,5.0954471435406505,7.859086253919672,4.858088407535705,6.579114383464305,4.371924647821467,5.748532385551443,3.4764834726416636,5.222217706720981,2.156360682717318,4.960150712772819,4.698083718824658,4.176130421862474,3.3629939514227347,2.118530842311008,4.274882975262375e-06,3.0,4.5
10.0,7.838247388865428,6.529202134367752,5.664844628330948,5.139956434459757,4.884441660729597,7.865352770883702,4.628926886999437,6.610518280422577,4.13175598594999,5.812156487125919,3.378267651200168,5.303767221439765,2.134651525422547,5.048252447709605,4.792737673979445,4.2790678447449615,3.4595837972549908,2.1617569074408207,4.296399840063688e-06,3.5,4.0
10.0,7.878768260525895,6.611984424353807,5.786772497021342,5.2724459572301114,5.0411897575341795,7.877783442379622,4.809933557838248,6.60902996991499,4.399235298845753,5.778989256889536,3.4433920129039706,5.249477456988199,2.134451607198809,4.98502335613446,4.72056925528072,4.1922646517671005,3.367052724292522,2.109005177661659,4.243448297963872e-06,3.0,5.5
10.0,7.828030293436539,6.510763931090642,5.626063847903048,5.04710174337232,4.776265419463806,7.852889931243287,4.505429095555293,6.585342844510885,4.001045904451967,5.768948682025634,3.414661474973986,5.251787172414488,2.1598927065898224,4.993729166999985,4.735671161585481,4.220600649538614,3.4125704773104792,2.159195707368653,4.319079775798923e-06,3.5,5.0
10.0,7.822161133585001,6.503536320103569,5.6164192117370195,5.02068404625248,4.696784405764598,7.842698097421742,4.372884765276716,6.565147211613794,3.673021368809726,5.737843060809327,3.673020065179694,5.213468146982908,2.219980696265247,4.952242964575312,4.691017782167716,4.170491966363748,3.3585842076490966,2.115168743755047,4.335140769738754e-06,3.5,6.0
10.0,7.890999066198365,6.632951519733659,5.80773959231183,5.279434988804406,5.014980887945629,7.865552636796359,4.7505267870868515,6.556612231527639,4.221014987159166,5.600768946026316,3.3909742740562945,5.190070686870369,2.122220801418557,4.958814487088738,4.727558287307106,4.213231747336529,3.3880198197770395,2.1212359833254713,4.243448297847432e-06,4.0,1.5
10.0,7.878610293842424,6.618800044494227,5.796019820751194,5.2704040574465285,5.007446189545949,7.851202281378297,4.744488321645369,6.536576007101849,4.218272613347715,5.601984985904859,3.393092609632741,5.601984173136485,2.1279617954491377,5.250455481113882,4.89892678909128,4.305580395517646,3.435909735358705,2.1422341706911254,4.270187425765412e-06,4.5,1.0
10.0,7.8814734331930225,6.637010324370591,5.823873854038378,5.301920557098695,5.039853563147382,7.843643592891425,4.77778656919607,6.5235208034657965,4.251471890330501,5.628079628636869,3.4208898922947517,5.141915868939286,2.140918021546164,4.9045571329019575,4.667198396864629,4.2039272124129,3.4000563385673988,2.133973503637046,4.2748829754172596e-06,4.0,2.5
10.0,7.866960131996571,6.601631404043881,5.778204411058479,5.253572404117598,4.991429133482045,7.8595235288319465,4.729285862846493,6.579321594550008,4.205344787245162,5.7676586169398565,3.384681519617965,5.417723146555211,2.125480261690557,5.179580649042514,4.941438151529817,4.338803631863673,3.4523746093348007,2.148044624929502,4.27351633958738e-06,4.5,2.0
10.0,7.8653527711271405,6.61051828079924,5.812156487569039,5.303767221906144,5.048252448180496,7.838247389120326,4.792737674454848,6.529202134778799,4.279067845215151,5.664844628836357,3.459583797677747,5.139956434995401,2.1617569077181575,4.884441661269753,4.628926887544106,4.131755986482469,3.378267651657305,2.1346515257113436,4.29639984062982e-06,4.0,3.5
10.0,7.859086253919671,6.579114383464303,5.748532385551441,5.222217706720979,4.960150712772818,7.866030771896961,4.698083718824657,6.599947937396172,4.176130421862474,5.796077063851139,3.3629939514227347,5.332805879545594,2.1185308423110083,5.095447143540648,4.8580884075357025,4.371924647821465,3.4764834726416627,2.1563606827173167,4.2748829752623745e-06,4.5,3.0
10.0,7.858794751031741,6.590567225638973,5.778304566841669,5.280778583183702,5.034511974940758,7.845180162405849,4.788245366697814,6.549723459761294,4.300704917384004,5.699299379534127,3.528384395963329,5.163409108059488,2.184577870850661,4.898546414358991,4.633683720658493,4.110123217331144,3.30901820969314,2.1114558087605975,4.296025087561083e-06,4.0,4.5
10.0,7.845180162311714,6.549723459613704,5.699299379356464,5.163409107869073,4.8985464141649215,7.858794750934782,4.63368372046077,6.590567225482907,4.110123217131555,5.778304566647614,3.3090182095070264,5.280778582968933,2.1114558086306827,5.034511974718476,4.7882453664680185,4.300704917144866,3.528384395731692,2.1845778707055707,4.296025087286079e-06,4.5,4.0
10.0,7.870947931043826,6.601362802719066,5.77546986573309,5.257316154148853,5.009029383328525,7.86715106092917,4.7607426125081975,6.5899721923750985,4.2857492408111275,5.752611157899753,3.632497663373826,5.218805042984474,2.1814376409800533,4.952618741620455,4.686432440256435,4.155493349715634,3.329600412738203,2.0804718907681785,4.261901007946216e-06,4.0,5.5
10.0,7.807090680860863,6.482886089077568,5.602658206575211,5.033982262157222,4.754002705265053,7.826341012499329,4.474023148372885,6.540637083992965,3.922780865222202,5.714367498616306,3.1122876277890703,5.199936694013994,2.13159309294014,4.94625105036973,4.692565406725466,4.192253636750722,3.422460189884346,2.234983946971898,4.366568306775425e-06,4.5,5.0
10.0,7.746457017735991,6.3824273342687174,5.468502583081165,4.864334446362941,4.549119504246026,7.7688596538970875,4.233904562129112,6.449635242752009,3.5772129303796785,5.599910272223997,2.453194199067292,5.0673039132076525,2.4531921614544596,4.804335401713793,4.5413668902199325,4.022099203260835,3.2257289209618127,2.031500136972775,4.484683329060577e-06,4.5,6.0
10.0,7.885109573100737,6.623183626640783,5.7967956285174,5.26853609968016,5.004319349720078,7.875257316586451,4.740102599759997,6.5936268570979255,4.2114951287569085,5.725055452053015,3.383715361970137,5.081627072886616,2.1187037178514454,4.909569209890613,4.73751134689461,4.221338229277119,3.3904178266426546,2.1209378727422843,4.2396331113275065e-06,5.0,1.5
10.0,7.883828558279543,6.620280761212992,5.792951249053223,5.264318495356672,5.00000211850964,7.878956373986924,4.735685741662608,6.605664208335133,4.20705298797103,5.7600640050886,3.379723475831157,5.190017684968138,2.1161756788167576,5.190017304937385,4.809986551680297,4.239940231727193,3.39434002860698,2.121047863075365,4.237215067461987e-06,5.5,1.0
10.0,7.874524012113475,6.615322754323147,5.794659486753769,5.270718411170073,5.008575140536806,7.851959648927623,4.74643186990354,6.5476296647655925,4.2217998629541675,5.661200642443349,3.3983728699220914,5.058566122944403,2.1330441418351667,4.820423625455196,4.582281127965989,4.232345657508107,3.420682679654759,2.1404807450793895,4.273516339881876e-06,5.0,2.5
10.0,7.881300521968696,6.61628887793403,5.788509111180068,5.259901640185581,4.995684890225786,7.879066367123111,4.731468140265991,6.609586413397278,4.203208611421298,5.778666010925627,3.376820613266517,5.262492893463172,2.114894666722992,5.090435030518848,4.9183771675745245,4.274948788196944,3.4063773829653594,2.1247469232892726,4.239633110746044e-06,5.5,2.0
10.0,7.852889931333636,6.585342844648867,5.768948682187666,5.2517871725863,4.9937291671745,7.8280302935357255,4.735671161762701,6.510763931255134,4.22060064971687,5.626063848116171,3.4125704774778125,5.047101743618997,2.159195707491407,4.776265419722368,4.50542909582574,4.001045904736401,3.4146614752287863,2.1598927067417315,4.319079776073587e-06,5.0,3.5
10.0,7.877783442379622,6.609029969914988,5.778989256889534,5.249477456988197,4.985023356134458,7.878768260525894,4.720569255280719,6.611984424353806,4.192264651767099,5.78677249702134,3.36705272429252,5.272445957230108,2.1090051776616576,5.041189757534176,4.809933557838244,4.399235298845748,3.443392012903966,2.1344516071988062,4.2434482979638685e-06,5.5,3.0
10.0,7.826341012499329,6.540637083992966,5.7143674986163076,5.199936694013996,4.946251050369733,7.807090680860863,4.692565406725469,6.482886089077569,4.192253636750726,5.602658206575212,3.422460189884351,5.033982262157223,2.234983946971901,4.754002705265055,4.474023148372887,3.9227808652222036,3.1122876277890716,2.1315930929401405,4.366568306775428e-06,5.0,4.5
10.0,7.867151061096351,6.589972192632794,5.752611158205893,5.218805043312065,4.952618741954769,7.8709479312241175,4.686432440597474,6.60136280301609,4.15549335006212,5.775469866115714,3.3296004130691133,5.2573161545923295,2.0804718910175044,5.00902938380295,4.760742613013571,4.285749241379438,3.632497664036071,2.1814376413398233,4.261901008555311e-06,5.5,4.0
10.0,7.824606276714928,6.530333917607248,5.690629889363978,5.163362391385128,4.906610974393635,7.816054355943106,4.6498595574021415,6.504678155291786,4.150121387415016,5.640466679182981,3.4205346711386495,5.085881384816408,2.488102238890323,4.80918555895777,4.532489733099133,3.980291724031159,3.1256293891167513,1.87124584767063,4.359339367882217e-06,5.0,5.5
10.0,7.816054355970497,6.5046781553350375,5.640466679235976,5.085881384874934,4.809185559018576,7.824606276743003,4.532489733162217,6.530333917652555,3.9802917240978215,5.690629889420992,3.1256293891853475,5.163362391449864,1.8712458477296463,4.906610974462247,4.649859557474629,4.150121387495288,3.420534671230879,2.4881022389987764,4.3593393680496865e-06,5.5,5.0
10.0,7.499692675890586,5.9908145362494505,4.986643868100662,4.33144395938726,3.9966385186980213,7.519299912737775,3.6618330780087827,6.049636246791021,2.977811223965233,5.101654515331532,1.858352774495862,4.509086910893252,8.54772671269644e-06,4.220008595006648,3.9309302791200444,3.3671846200119093,2.5344906698729996,1.4142930910542568,4.981007411371643e-06,5.5,6.0
10.0,7.883828558286457,6.620280761221492,5.792951249061441,5.264318495364252,5.000002118516811,7.878956373999897,4.735685741669369,6.605664208361812,4.207052987976789,5.760064005136948,3.3797234758351777,5.19001768506272,2.1161756788185437,4.809986931657965,4.809986551627212,4.2399402317080845,3.394340028600293,2.1210478630735814,4.23721506746199e-06,6.0,1.5
10.0,7.872042475051011,6.606911661016932,5.78173165736714,5.255515949091134,4.992558081194421,7.857770099869233,4.729600213297707,6.564094535471597,4.20398444998686,5.694423875554026,3.381204226197713,5.101077482216251,2.1213939767061243,4.749548790394102,4.398020098571953,4.398019285803579,3.4634282640434133,2.1488019893213584,4.270187425652631e-06,6.0,2.5
10.0,7.842698097421762,6.565147211613823,5.737843060809364,5.213468146982947,4.952242964575352,7.822161133585023,4.691017782167757,6.503536320103609,4.170491966363791,5.616419211737075,3.3585842076491383,5.020684046252548,2.115168743755078,4.696784405764674,4.3728847652768,3.6730213688098305,3.673020065179798,2.219980696265298,4.3351407697388365e-06,6.0,3.5
10.0,7.768859653897185,6.44963524275216,5.599910272224179,5.06730391320785,4.804335401713995,7.746457017736095,4.54136689022014,6.38242733426889,4.02209920326105,5.468502583081387,3.2257289209620255,4.864334446363199,2.031500136972946,4.549119504246306,4.233904562129413,3.5772129303800293,2.4531941990677417,2.4531921614549095,4.484683329061197e-06,6.0,4.5
10.0,7.519299912737776,6.049636246791023,5.101654515331533,4.509086910893253,4.22000859500665,7.499692675890587,3.9309302791200462,5.990814536249452,3.3671846200119107,4.986643868100664,2.5344906698730014,4.331443959387261,1.4142930910542582,3.996638518698023,3.6618330780087844,2.9778112239652343,1.858352774495863,8.547726712696446e-06,4.981007411371647e-06,6.0,5.5
