0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,X,Y
10.0,9.9999964332807,8.141652206511552,7.022193757042182,6.338171902998633,6.003366462309394,8.585711889953156,8.291621358725056,7.402766429211773,6.586757161616361,5.988955489644322,5.668561021620156,7.465514311134414,7.178010682454582,6.59103498999413,5.933112970567166,5.362331872342137,5.013361112906751,6.6328203609955025,6.36387206996473,5.850249877742996,5.192327858316032,4.5138979162503094,4.009190444757962,6.06907470188737,5.79440735866584,5.2537645926970935,4.472050668703656,3.4917414895851078,2.500312305116828,5.779996386000766,5.490918070114163,4.898350465675883,3.950368734216393,2.4807050682696374,4.981007411371643e-06,1.0,1.5
10.0,8.585711889953162,7.465514311134424,6.632820360995518,6.0690747018873825,5.779996386000779,9.9999964332807,8.291621358725061,7.178010682454594,6.363872069964742,5.794407358665851,5.490918070114175,8.141652206511562,7.402766429211787,6.591034989994142,5.850249877743008,5.253764592697104,4.898350465675892,7.022193757042192,6.586757161616372,5.933112970567178,5.192327858316043,4.472050668703664,3.9503687342163993,6.338171902998644,5.988955489644335,5.362331872342149,4.51389791625032,3.4917414895851144,2.480705068269642,6.0033664623094065,5.668561021620168,5.013361112906763,4.009190444757971,2.5003123051168323,4.981007411371652e-06,1.5,1.0
10.0,7.546812324328086,7.546810286715255,6.422791555160864,5.766099923290812,5.450884981121116,7.968504348125695,7.131237480141162,6.6332161854717135,5.955464455476521,5.424623233590456,5.13567003895142,6.774275564235923,6.3764170626391525,5.89935251955391,5.341226847683049,4.841258516643067,4.531501902142686,5.977905281942923,5.70080268662561,5.2465499824217225,4.668831899058695,4.067682083156075,3.6175771508335726,5.458637594967238,5.202338419498643,4.71721282444867,4.019868682973933,3.143060766088966,2.2535474672019564,5.195669083460147,4.932700571953056,4.400094212900377,3.550369242299403,2.231144831023899,4.484683328859198e-06,1.0,2.5
10.0,7.511902120851289,6.579469688542803,5.849882972222088,5.350144802206096,5.093393385200226,8.128758511887627,7.511900565185842,6.376623972555029,5.620034425917363,5.107158049195974,4.836641968194357,6.874374970477039,6.474653763988028,5.795091210574103,5.146472709696365,4.621811000466075,4.309374470186871,6.019712635555463,5.717248309715133,5.182614396056991,4.548954201827921,3.924238772785092,3.4696704419001803,5.467514626474215,5.192012443260051,4.669163862110809,3.9424909287732346,3.056519446946192,2.17539808272858,5.190818800607131,4.914122974740047,4.3595376803529575,3.495326204208017,2.183950003497859,4.3593393675477035e-06,1.5,2.0
10.0,7.780023639136603,6.326984270486547,6.326982966856514,5.627119570289244,5.303219929761478,7.8848355915409485,7.013086646923265,6.177574934455124,5.723216330892669,5.2511558142497385,4.979320289233712,6.6414201276995835,6.209912422560376,5.647012489518016,5.137151608009302,4.674967066583328,4.38358512368992,5.82951236899742,5.538130426100646,5.063410993047259,4.50341054504319,3.9279757203843517,3.496468015252719,5.308986553192032,5.04968591979753,4.565090511527183,3.8851038587318465,3.03705725465817,2.1778432016838867,5.047761370781144,4.786536188370256,4.262161274532094,3.434857123698845,2.1573062378325947,4.3351407692349426e-06,1.0,3.5
10.0,7.8185666206418105,6.367506598013349,5.714255020648929,5.239261649000693,4.990974878204378,7.91953237093938,7.0881932639120855,6.367505800204904,5.535996814932748,5.012555048148771,4.742688107408064,6.670403848906055,6.247168263862245,5.6805188771672395,5.04967139072839,4.532273621253579,4.224534395871043,5.84451091191654,5.549557065463599,5.057730053873419,4.449896249559994,3.8423336502661134,3.398641458951484,5.313571821379965,5.048819032202193,4.550948023302846,3.84984990337205,2.988523271299396,2.1290563307172965,5.047385520021162,4.78119921866236,4.247393103763724,3.4100320693259647,2.132853200842123,4.261901007757404e-06,1.5,3.0
10.0,7.851202281093849,6.536576006569949,5.601984985060215,5.60198417229184,5.250455480380555,7.87861029364189,7.017030836711603,6.156540753555781,5.480162337632587,5.14074449000064,4.89892678846927,6.618800044214067,6.181770018554884,5.592393833308984,5.021379121913709,4.581904661608862,4.305580395026614,5.796019820445428,5.498855359984884,5.009885439211562,4.4310556551044,3.859914639494482,3.435909735001709,5.2704040571373305,5.007746161727665,4.517236908447978,3.833043419797848,2.9907885062629602,2.1422341704840315,5.007446189238898,4.744488321340465,4.2182726130548325,3.393092609376054,2.12796179527548,4.270187425384661e-06,1.0,4.5
10.0,7.865552636677485,6.556612231313896,5.600768945716827,5.190070686596411,4.958814486833409,7.8909990661088685,7.0400456787185615,6.203515111547373,5.6007684005718,5.0106286272389955,4.727558287070407,6.632951519608045,6.200115900540515,5.61663413558523,5.04301643598229,4.524117134717363,4.213231747138815,5.80773959217475,5.510832268250226,5.0198890942707415,4.430546073054765,3.8295917285093513,3.388019819628676,5.279434988665981,5.015584486014893,4.521543900192743,3.8296870334566804,2.9756838866365984,2.121235983237858,5.014980887808299,4.750526786950617,4.221014987028658,3.390974273942614,2.122220801342503,4.243448297683765e-06,1.5,4.0
10.0,7.878956373986928,6.6056642083351385,5.760064005088606,5.190017684968144,5.19001730493739,7.883828558279548,7.031204913625647,6.177972245929883,5.484510121962531,5.000002118376322,4.809986551680303,6.6202807612129995,6.184062476306219,5.590509739796217,5.000002118455316,4.515494114894306,4.239940231727197,5.79295124905323,5.494254490590014,5.000002118493444,4.40949449716821,3.8220319910183873,3.394340028606984,5.264318495356679,5.000002118507161,4.5057497464193315,3.8159417607056887,2.968799323404051,2.121047863075368,5.000002118509647,4.735685741662615,4.207052987971036,3.379723475831161,2.11617567881676,4.237215067461993e-06,1.0,5.5
10.0,7.875257316122376,6.593626856275079,5.725055450873089,5.081627071302733,4.9095692084055855,7.885109572736122,7.032145092092052,6.180567801829769,5.499912425041457,5.081626599932216,4.737511345508437,6.6231836261163135,6.187645677679945,5.596586833910487,5.012399847530753,4.536085513189612,4.22133822818751,5.796795627932874,5.498667158600929,5.005734008601481,4.417014617981455,3.8289773771079663,3.3904178258644815,5.2685360990813805,5.004493320189419,4.510667423913048,3.820947238685621,2.972391551396313,2.120937872297969,5.004319349121847,4.740102599162314,4.211495128175676,3.3837153614516646,2.118703717493696,4.239633110525444e-06,1.5,5.0
