0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,X,Y
10.0,9.999997299241759,8.579844946197817,7.684412956833587,7.051899682501107,6.579397066326963,6.222690384903126,5.96240564381219,5.7907109847092375,5.705101611373546,8.931960318983306,5.619492238037856,8.076489546993928,5.448749403798046,7.4070248829176855,5.192271962159679,6.878300034502656,4.845468000607026,6.459155776918128,4.395077651613791,6.132093238728626,3.810601305947978,5.888848703709834,3.02519318359541,5.726628157520636,1.885395694007027,5.645279928210252,5.563931698899867,5.400759327847525,5.1537074933761575,4.816742235315467,4.375485710550009,3.798723933468284,3.0192354023803407,1.8834097669353376,3.768797923346518e-06,1.0,1.5
10.0,8.931960318983304,8.076489546993923,7.407024882917679,6.878300034502647,6.459155776918118,6.132093238728616,5.888848703709822,5.726628157520626,5.6452799282102415,9.999997299241759,5.563931698899857,8.579844946197813,5.400759327847516,7.684412956833584,5.153707493376149,7.051899682501106,4.816742235315458,6.579397066326962,4.37548571055,6.222690384903125,3.7987239334682763,5.962405643812188,3.0192354023803336,5.790710984709236,1.883409766935333,5.705101611373545,5.619492238037854,5.448749403798042,5.192271962159674,4.845468000607018,4.395077651613784,3.810601305947971,3.025193183595404,1.8853956940070231,3.7687979233465093e-06,1.5,1.0
10.0,8.091975994398497,8.091974392107382,7.1709756568193015,6.551830515659655,6.100466209547759,5.763802866765325,5.519657420948948,5.359128850345211,5.279213577226048,8.4269872018516,5.199298304106884,7.494718501080368,5.040165782233969,6.841841090052088,4.801604531340877,6.345846011249293,4.479655341203066,5.957794016982234,4.062241332398842,5.6563049053874614,3.5212662900351046,5.432378500584648,2.7950034173205376,5.283091430040204,1.7417000835958698,5.20823221348794,5.133372996935676,4.983223201271063,4.755845895987577,4.445570810527965,4.0389945325522385,3.5071732045240713,2.787934217439541,1.7393436836355372,3.481036805157797e-06,1.0,2.5
10.0,8.063826789768779,7.324290113474259,6.716620813650407,6.231841133259611,5.847486727144127,5.548165275021467,5.325986659643432,5.1780256504235815,5.103889925879582,8.5370465138231,5.0297542013355825,7.5473139483370515,4.881172312379434,6.839524336862384,4.656510178056214,6.308758673607209,4.350587419203341,5.900762550777327,3.950675343423914,5.588306541012494,3.42879994007491,5.358577848470148,2.724445111347278,5.206419103421316,1.6991267908734828,5.130395375524358,5.0543716476274,4.9024354810884,4.673597102585383,4.363315067192861,3.9593560287515386,3.434062498423751,2.7270848510142396,1.7000067040958031,3.3991266967158924e-06,1.5,2.0
10.0,8.256526071553782,7.09632014050326,7.096319049236619,6.432148165855132,5.970591663984468,5.633686166039311,5.391765641719271,5.23343571052879,5.154779641936472,8.347830283942715,5.076123573344155,7.370232777670055,4.9198292301653685,6.70157295842291,4.6860510578921115,6.203518482150049,4.371134296862355,5.818532231432014,3.963352409613133,5.521412668154063,3.435265333986657,5.301516745713027,2.7265990290605173,5.15518970444632,1.6990211508055046,5.081880515600802,5.008571326755284,4.861661612639918,4.639434998804249,4.3364766320964625,3.939740324859215,3.420957933338996,2.719423430331169,1.696629284562388,3.3956436440806046e-06,1.0,3.5
10.0,8.29489701104717,7.160795924985429,6.599614624320867,6.12972901865085,5.752106019960342,5.456959637385773,5.23771946215238,5.091720306023241,5.018578348586266,8.366749461890684,4.945436391149292,7.376353277515977,4.798867717530532,6.68917176303643,4.577349472338662,6.17610820084326,4.27592014059694,5.780923614461084,3.882204597946311,5.477466439697314,3.3688251183848408,5.253892829621746,2.6764072697861088,5.105611646337316,1.668973511911524,5.031470411533221,4.957329176729127,4.809045420797181,4.5854615201315605,4.28192820496284,3.8862888541918723,3.3712974027738407,2.677646807393369,1.6693866911139446,3.338353526318416e-06,1.5,3.0
10.0,8.30370760394581,7.247162876037532,6.445129253243687,6.445128447643066,5.9419385701150205,5.592153807204314,5.3462756234809605,5.186856235667396,5.10797505418475,8.33466632467265,5.029093872702103,7.34003903821805,4.87298853458508,6.660636746323444,4.640366549647894,6.15740202056299,4.3278233821094725,5.770543373224977,3.923723285767193,5.4731901008572725,3.400782423395796,5.25370645726259,2.699209307257003,5.107888046316034,1.6819669749944484,5.034895471492964,4.961902896669895,4.815751008324174,4.594933455132829,4.294271641830308,3.9009533109637275,3.3870100076406215,2.692305844555494,1.6796658207606119,3.3616260725029155e-06,1.0,4.5
10.0,8.329537643901933,7.301902106146374,6.5382063042819,6.099935414210159,5.731242886107301,5.4390102323402125,5.220923663728906,5.075457546937988,5.002541565712522,8.344259456884805,4.929625584487056,7.346067545094991,4.783427776376107,6.6588593472044915,4.562414442484675,6.147984112848558,4.261695155548387,5.755133111842109,3.869011041293788,5.45358509322694,3.3571401887228696,5.23140428883087,2.6669576940211748,5.084023377495359,1.6629966332320405,5.010323159650805,4.9366229418062515,4.789202981763548,4.566865982538717,4.264913279075977,3.871167721720398,3.3584370120280234,2.6676065455251865,1.6632129170667107,3.3262028978929555e-06,1.5,4.0
10.0,8.32160314223276,7.296630443402332,6.568437538781391,5.97244610829122,5.972445492090805,5.588318940521272,5.331081253521932,5.167692861597506,5.087522526494303,8.333777294692812,5.0073521913911,7.3331529007824905,4.850059242902715,6.6481965605892865,4.617203329647543,6.141186382224808,4.305537662579675,5.75213434602627,3.9032977169405987,5.453656588385966,3.38309962911375,5.233672580330534,2.6852713836366924,5.087671515940325,1.6733551054570657,5.01463023601938,4.941588956098436,4.795424900804868,4.574788929136007,4.274702646216989,3.8825618619901783,3.3706106997328984,2.6790195101321093,1.6712711476222042,3.3446195638401424e-06,1.0,5.5
10.0,8.336472695887977,7.327380467693816,6.621323375190053,6.0602429674493905,5.716467422006463,5.431395611514536,5.21558525078713,5.070912492769985,4.998262204966641,8.34053033370314,4.925611917163298,7.339553381139304,4.779683523967069,6.651327691428846,4.55885062252333,6.140428771035741,4.258270918481989,5.747928187979199,3.8657703353887203,5.446795092361484,3.3542065835362003,5.2249668475344055,2.6645397911278734,5.077831161897651,1.661444711315768,5.004255200611649,4.930679239325647,4.783511079818393,4.56155293950932,4.260094640318185,3.866940860904174,3.3548958324613265,2.6648823739679135,1.6615589055957813,3.3229969709176077e-06,1.5,5.0
