0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,X,Y
3.022252926143665e-06,1.195855813018861,1.5860652422445725,0.9904705628598744,0.6799600136136421,0.47462055466924724,0.30783676614704447,0.15285267707592265,0.15285267707592176,0.9555209198235657,0.3035739421566426,0.7396566069633588,0.4575692587076352,0.5666366312287359,0.633303908521822,0.4186800136199995,0.8729911615495283,0.27976420026625615,1.2761587772807719,0.14094780613072988,2.1117372177357097,0.14094780613072988,0.2840270242566625,0.4357313095816222,0.6132927363205711,0.8571360082737289,1.2654273847874102,2.106371521489029,4.297061991051507,4.1918088388632295,4.438006774929311,3.1488057029202903,3.1359685569414006,2.496858725253367,2.5812293036631484,2.2147713769976436,2.5145620263700774,2.2814386542907297,2.897077479974559,2.7357498022202584,3.854668098614925,3.732144379234774,5.808186943028031,5.7029337908397535,0.0,0.5
1.195855813018861,3.022252926143665e-06,0.9555209198235657,0.7396566069633561,0.5666366312287359,0.4186800136200004,0.27976420026625615,0.14094780613072988,0.14094780613073077,1.5860652422445725,0.2840270242566634,0.9904705628598744,0.435731309581624,0.6799600136136448,0.6132927363205702,0.474620554669249,0.8571360082737294,0.30783676614704625,1.2654273847874102,0.15285267707592354,2.1063715214890277,0.15285267707592265,0.3035739421566417,0.4575692587076343,0.6333039085218211,0.8729911615495252,1.276158777280771,2.1117372177357083,4.191808838863237,4.297061991051505,3.1488057029202983,4.43800677492931,2.4968587252533743,3.1359685569414006,2.2147713769976525,2.58122930366315,2.2814386542907377,2.5145620263700756,2.7357498022202624,2.897077479974556,3.7321443792347773,3.85466809861492,5.702933790839755,5.808186943028024,0.5,0.0
2.114812672206914,1.7451610922862635,1.771771674263789e-06,1.0096593439812258,0.6602938915712171,0.45017394111945475,0.2887425162511814,0.1426564591307491,0.14265645913074998,1.032468514476224,0.2818833202718185,0.7155839810333839,0.4227371572019969,0.5274240331688063,0.5827918426965013,0.38458454895922234,0.8011947117453975,0.25582788049751226,1.1692595733801276,0.1286981878234741,1.933132479567226,0.1286981878234741,0.2589648707963814,0.39713251015469275,0.559329062457421,0.7826047974102588,1.1566771868413053,1.9268412862978144,4.789748238244886,4.666340596032416,2.8036337538614466,3.0638359628769027,3.062596852886154,2.3132507686724972,2.4500700190596207,2.02040394484111,2.3491051899458246,2.0757717543688052,2.6815360462366287,2.4923819171549804,3.5494707168267525,3.4058136100375958,5.333655543993818,5.210247901781348,0.0,1.5
2.143278240762429,1.6178059187223752,0.8152633921216204,0.6630085644638255,0.5132670606769638,0.3794814454532416,0.2532293862351809,0.12743172039560413,0.12743172039560324,1.092332268667474,0.2564974953472321,0.7732192800491289,0.39255388190143936,0.5630627389937626,0.5508567323742248,0.40406240243081193,0.7676393913189763,0.26556481455286907,1.1306940038100641,0.13266286609134603,1.8793632036594348,0.13266286609134603,0.26508664981251506,0.4021497434693897,0.5596498858497463,0.7746063393183191,1.1354095087415692,1.881720956125187,4.848710289507768,4.894959810108865,2.8380949148366845,3.4045856117820934,2.2879181725275792,2.5687508384618516,2.0270593515331434,2.188085440314162,2.073442176705926,2.1758794336946243,2.4685670705710034,2.5394564225827887,3.3507471930773916,3.404585611839984,5.105036428806975,5.151285949408073,0.5,1.0
1.9262559967382522,1.8275249529341266,1.2773136549196433,1.1896873317596146e-06,0.7066201485268495,0.46020213455871417,0.28928876925910263,0.14173980787739549,0.14173980787739549,1.0798515673113895,0.2776704622504784,0.7314116579857828,0.41372890652421557,0.5288868624491299,0.5682514774036811,0.38123747830387433,0.779836382720581,0.2520522207672169,1.1373364018054835,0.1264313465025726,1.8800111060699267,0.1264313465025726,0.2536731652430735,0.3877212562072945,0.5447878425458623,0.7613628302083577,1.1248538760604083,1.8737698431973893,4.927396086254093,4.801421701567289,3.127571436018413,3.115636556510558,2.103930946341843,2.313455451449647,2.491651012861806,1.9957726999880796,2.3298187068808187,2.035137314942631,2.6309794025304623,2.4337362193593375,3.4665445093317677,3.319020400397604,5.198574544651762,5.072600159964958,0.0,2.5
1.8841021155649518,1.8030194829978612,1.2531744599206478,0.6078422847487568,0.49517098492172806,0.37149946603258766,0.24896356198474123,0.12543275413808264,0.12543275413808175,1.091009194786464,0.2527674545675893,0.7493176071143486,0.3867150363639711,0.5431851848225682,0.5419989135913212,0.3904433172815551,0.7542321591347791,0.2571736047300348,1.1096505991211416,0.12865263309960806,1.843013768650022,0.12865263309960806,0.25743692766839654,0.3914966090349967,0.5461806462877412,0.7574819225341276,1.1118387202210944,1.8441078291999977,4.96280102483244,4.986185627311496,3.207351542367096,3.3085988984517165,2.211614010114845,2.470357158232842,1.9952683344010849,2.1077545874824644,2.046277995767098,2.1065683162512174,2.432260452268638,2.4703571581044415,3.295135610504991,3.322834152495548,5.013810685566906,5.037195288045962,0.5,2.0
1.871130814738315,1.8392635713121699,1.1609642021791444,0.8694770734933952,8.49876414577011e-07,0.5014262582831446,0.30156771118228587,0.14515215682232707,0.14515215682232796,1.097229715326856,0.2790409161070224,0.7425098244296366,0.41131907798208367,0.5342143281533227,0.5623352109353932,0.38319819522620335,0.7706307072613061,0.252482304630389,1.1237883270024334,0.12640490166920149,1.8580108269200195,0.12640490166920149,0.2531373020464205,0.3858181848903257,0.5405467058082021,0.7538690007068496,1.1125337935453548,1.8523835601914798,4.975302840747779,4.849719066575027,3.2305769276786656,3.155607652085185,2.3227500275459416,2.3374188528653512,1.8390911389428721,2.0062281064177983,2.3796369948746596,2.0343489891998687,2.6320797372983646,2.4217815012349715,3.4430458196614335,3.293087523607016,5.150277223030586,5.024693448857834,0.0,3.5
1.844967076285812,1.8274813623567248,1.134197047363159,0.8397155391453603,0.455352825335118,0.36004741733197054,0.2452791045499252,0.12424812142433517,0.12424812142433517,1.0992256195049919,0.25171338114741637,0.7490782510421736,0.3857845237219344,0.5406914211707212,0.5406914211069145,0.3880051044480748,0.75200538002278,0.2554479941427701,1.1057864258901617,0.12778086343437778,1.8359599428023399,0.12778086343437778,0.25567545959473925,0.3889149662559479,0.5429648268908638,0.7536175696852521,1.106843530488859,1.8364884951016882,4.987710616099834,5.00380713143568,3.2705244032484,3.3005738905032906,2.39200281547998,2.453061652145715,1.9412022425905677,2.089767924825476,2.0288142441463135,2.089767924761669,2.422384396499595,2.4537682003363743,3.283948822438529,3.3041066320837658,4.996189196115882,5.012285711451728,0.5,3.0
1.8494804256004116,1.8383106189929261,1.1251402991848254,0.7881181017466927,0.6220024884149993,6.0346182273463e-07,0.3311277864759372,0.15347171640224655,0.15347171640224655,1.1028006859698554,0.28275907913305076,0.7480637496853602,0.4099869939853207,0.5380536685517718,0.5580211355032652,0.38542384024676934,0.7645448335843859,0.25360023860230907,1.1157953868651633,0.1268484272435657,1.8460757454485865,0.1268484272435657,0.25379347037195377,0.386196767325349,0.5399140140611038,0.7513526075813095,1.107074496211407,1.841715300121708,4.993101229292558,4.8693414212869355,3.2704692309357117,3.184502518696256,2.39912240212284,2.3644609118594513,1.9972010677014964,2.026384156159412,1.915112593347601,2.046351623110905,2.6664645974670877,2.4254726164485216,3.4424113072025575,3.287667764711376,5.130654890922019,5.0068950829163965,0.0,4.5
1.8370038954486176,1.8316771534949012,1.1129415125279447,0.773423760586132,0.6058428108144422,0.3252927169104334,0.23524344373550665,0.12138432595985638,0.12138432595985638,1.1022880286205154,0.25029386010391974,0.7501323061206735,0.3854943823840822,0.5406684713736976,0.5406684714305765,0.387630922412769,0.7517531297040718,0.2550826567852056,1.1050139591846464,0.1275729247720907,1.8342557365688645,0.1275729247720916,0.2552090423031581,0.38813646448457817,0.5418939563918217,0.7523530551885056,1.1053531117482678,1.8344253128506747,4.995052463579853,5.011132465982933,3.285621492903327,3.300839638447888,2.4278890226785403,2.4488454699312925,2.0426017265769865,2.084207546194701,1.978652872154366,2.08420754625158,2.405713210432438,2.448329753542883,3.275822878445199,3.2982610559423238,4.988863865336017,5.004943867739097,0.5,4.0
