resistor,X,Y,voltage
H00,0.5,0.0,2.387586297912909
V00,0.0,0.5,-3.2425557405454555
H01,0.5,1.0,1.532614727354285
H02,0.5,2.0,0.7948063451302918
V03,0.0,3.5,0.7948063451302918
V10,1.0,0.5,-1.114629666511707
V13,1.0,3.5,1.6466106531668832
V20,2.0,0.5,-0.6618110984985623
V23,2.0,3.5,2.8435700011632994
H30,3.5,0.0,-0.6618110984985623
H31,3.5,1.0,-1.5326147274825441
H32,3.5,2.0,-2.786572038321129
