location,voltage
1.0,2.7865720380661525
2.0,2.8435700009294465
1.01,1.5326147273281725
1.02,0.6618110984297623
2.03,0.6618110984297623
2.1,1.6466106530547595
2.13,1.114629666390874
2.2,0.7948063451107803
2.23,3.242555741213237
1.3,0.7948063451107794
1.31,1.5326147273883595
1.32,2.387586298263835
