resistor,X,Y,voltage
H00,0.5,0.0,2.8996016643715725
V00,0.0,0.5,-2.7410815831415416
H01,0.5,1.0,1.7503288560860542
H02,0.5,2.0,0.7265518519109833
V03,0.0,3.5,0.7265518519109824
V10,1.0,0.5,-1.4332886936259923
V13,1.0,3.5,1.1558785515578744
V20,2.0,0.5,-0.7265518519109824
V23,2.0,3.5,2.741081583479285
H30,3.5,0.0,-0.7265518519109824
H31,3.5,1.0,-1.4729187140179372
H32,3.5,2.0,-2.899601664709316
