resistor,X,Y,voltage
H00,0.5,0.0,2.7516969614836784
V00,0.0,0.5,-2.7393436859416402
H01,0.5,1.0,1.5441622054335378
H02,0.5,2.0,0.7659044649754687
V03,0.0,3.5,0.7659044649754687
V10,1.0,0.5,-1.5194556543494633
V13,1.0,3.5,1.5194556544683353
V20,2.0,0.5,-0.5064856793059018
V23,2.0,3.5,2.652870757622863
H30,3.5,0.0,-0.5064856793059009
H31,3.5,1.0,-1.8900539197784996
H32,3.5,2.0,-2.838169890277946
