resistor,X,Y,voltage
H00,0.5,0.0,2.838169890374079
V00,0.0,0.5,-2.652870757683649
H01,0.5,1.0,1.8900539198636945
H02,0.5,2.0,0.5064856792859302
V03,0.0,3.5,0.5064856792859294
V10,1.0,0.5,-1.5194556544828357
V13,1.0,3.5,1.519455654289549
V20,2.0,0.5,-0.7659044649752156
V23,2.0,3.5,2.7393436858601707
H30,3.5,0.0,-0.7659044649752165
H31,3.5,1.0,-1.5441622054180266
H32,3.5,2.0,-2.7516969614244093
