N00-N01,N00-N10,N01-N02,N01-N11,N02-N03,N02-N12,N03-N13,N10-N11,N10-N20,N11-N12,N11-N21,N12-N13,N12-N22,N13-N23,N20-N21,N20-N30,N21-N22,N21-N31,N22-N23,N22-N32,N23-N33,N30-N31,N31-N32,N32-N33,nodes
2.69230624260433,2.69230624260433,1.5384607100596162,1.153845532544711,0.7692303550298085,0.7692303550298076,0.7692303550298085,1.153845532544711,1.5384607100596162,1.1538455325447128,1.1538455325447128,0.7692303550298094,1.1538455325447137,1.5384607100596188,0.7692303550298076,0.7692303550298085,1.1538455325447137,0.7692303550298094,1.1538455325447146,1.1538455325447146,2.692306242604333,0.7692303550298085,1.5384607100596188,2.692306242604333,correct
