0,1,2,3,4,5,6,7,8,9,10,11
3.24255574074873,-4.7751725960394635,1.1257759631396724,0.6750473204471715,1.3434765299095683,-3.2184909274657802,3.2644693694377285,-1.7485739592735758,6.214055645283039,-1.0332482486616583,-2.1570599556039065,-3.7535124014415913
3.24255574074873,-4.7751725960394635,1.1257759631396724,0.6750473204471715,1.3434765299095683,-3.2184909274657802,3.2644693694377285,-1.7485739592735758,6.214055645283039,-1.0332482486616583,-2.1570599556039065,-3.7535124014415913
2.838169890374079,-5.305741515367298,1.9089544590623313,0.5166153928716488,1.0281659289504366,-3.190856874413955,3.236440543636739,-1.6849898229454745,6.108736419468181,-0.9956758044677815,-2.022852489097615,-3.6322399890802206
2.387586297912909,-6.485111481090911,1.5479408746278278,0.8107024720328977,1.6134568806144922,-2.3407222996745847,3.507280691245461,-1.4559844166968372,6.341161102594158,-0.8603544280481311,-2.0077252930021325,-3.6782750905838903
2.741081582975444,-5.799203328511272,1.1674373369102053,0.7410828889685313,1.4749002594177612,-3.093129299308917,3.728200463969023,-1.5984140742458497,6.466111712418628,-0.9445174075089123,-1.8776081888296627,-3.618227690195611
2.8996016646445266,-5.482163166814664,1.4876479011492714,0.7410828889519615,1.4749002593847877,-2.4273449582230624,3.0529049174650735,-1.5984140742101152,6.112611930513912,-0.9445174074877952,-2.2929308015171492,-3.827474197044024
2.739343685813372,-5.503393922780724,1.5346502107976856,0.5166153928599477,1.028165928927149,-3.242740631359141,4.0258148494139006,-1.6849898229451539,6.329118855657338,-0.9956758044675921,-1.9904869073834297,-3.5017894001885086
2.8996016643715725,-5.482163166283083,1.7678321446469147,0.7410828889492029,1.4749002593792941,-3.0099062566145838,2.4620213148182724,-1.5984140742041613,6.112611931158806,-0.9445174074842771,-1.9295235153634978,-3.8274741974162976
2.652870757515068,-5.676339780214942,1.5346502109870443,0.7812225542754347,1.554786063901112,-3.969113231217596,3.2890654976320346,-1.1142684945508936,6.1362842243429885,-0.6584313831437111,-1.9904869073369789,-3.6159336656336714
2.74108158301114,-5.7992033284438635,1.4476215805091381,0.7410828889417878,1.4749002593645402,-3.675690597589474,3.1373168609082938,-1.5984140741881698,6.466111712689819,-0.9445174074748287,-1.5142009026220289,-3.618227690447747
2.7516969614836784,-5.47868737188328,1.5596038274878732,0.7812225542749781,1.5547860639002014,-3.190856874133873,3.236440544017554,-1.1142684944729842,5.915901789498985,-0.6584313830976712,-2.475970634909835,-3.7463842551668893
2.7865720380661525,-5.687140001858893,1.5479408746014542,0.6750473203983576,1.3434765298124172,-3.4578823714149953,2.374161189412561,-1.7485739592437168,7.230899302905518,-1.0332482486440133,-2.0077252928787512,-3.1516139137082626
2.843570000875271,-5.573144076014168,1.6630767595590734,0.8107024720083846,1.6134568805657057,-3.218490927314061,3.2644693693540177,-1.4559844165104128,5.324317445309646,-0.8603544279379699,-1.4601648629353732,-4.280173578605679
