0,1,2,3,4,5,6,7,8,9,10,11,12,13
3.24255574074873,-2.3875862980197318,1.1146296664749231,0.6618110984776191,0.66181109847762,-1.532614727364657,1.5326147274355533,-0.7948063451243526,2.786572038243515,-0.7948063451243526,-1.646610653132753,-2.8435700010921146,0.0,1.5
2.838169890374079,-2.652870757683649,1.8900539198636943,0.5064856792859302,0.5064856792859294,-1.5194556544828357,1.519455654289549,-0.7659044649752156,2.7393436858601707,-0.7659044649752165,-1.5441622054180266,-2.7516969614244093,0.0,2.5
2.387586297912909,-3.2425557405454555,1.532614727354285,0.7948063451302918,0.7948063451302918,-1.114629666511707,1.6466106531668832,-0.6618110984985623,2.8435700011632994,-0.6618110984985623,-1.532614727482544,-2.786572038321129,1.5,0.0
2.741081582975444,-2.899601664255636,1.1558785513962428,0.7265518519299325,0.7265518519299317,-1.472918713956627,1.7503288563234851,-0.7265518519299317,2.8996016647617164,-0.7265518519299325,-1.4332886937631013,-2.7410815834815234,1.5,1.0
2.8996016646445266,-2.741081583407332,1.4729187140091795,0.7265518519136878,0.7265518519136887,-1.1558785515347916,1.4332886936455744,-0.7265518519136887,2.741081583190095,-0.7265518519136887,-1.7503288561199613,-2.8996016644272906,1.0,1.5
2.739343685813372,-2.751696961390362,1.5194556542551343,0.5064856792744585,0.5064856792744576,-1.5441622054091146,1.8900539199126296,-0.7659044649750699,2.8381698904293,-0.7659044649750708,-1.5194556544911677,-2.652870757718567,1.5,2.0
2.8996016643715725,-2.7410815831415416,1.7503288560860542,0.7265518519109833,0.7265518519109824,-1.4332886936259923,1.1558785515578744,-0.7265518519109824,2.741081583479285,-0.7265518519109824,-1.4729187140179372,-2.899601664709316,1.0,2.5
2.652870757515068,-2.838169890107471,1.519455654442618,0.7659044649759164,0.7659044649759172,-1.8900539196274264,1.544162205461049,-0.5064856793413153,2.751696961588784,-0.5064856793413162,-1.519455654455709,-2.7393436860861144,2.5,0.0
2.74108158301114,-2.8996016642219318,1.4332886935734042,0.7265518519037135,0.7265518519037144,-1.7503288559949874,1.4729187140414526,-0.7265518519037135,2.8996016648833267,-0.7265518519037144,-1.1558785516198693,-2.7410815836725355,2.5,1.0
2.7516969614836784,-2.73934368594164,1.5441622054335378,0.7659044649754687,0.7659044649754687,-1.5194556543494633,1.5194556544683353,-0.5064856793059018,2.652870757622863,-0.5064856793059009,-1.8900539197785,-2.838169890277946,2.0,1.5
2.7865720380661525,-2.8435700009294465,1.5326147273281725,0.6618110984297623,0.6618110984297623,-1.6466106530547595,1.114629666390874,-0.7948063451107803,3.242555741213237,-0.7948063451107794,-1.5326147273883597,-2.387586298263835,2.5,2.0
2.843570000875271,-2.786572038007084,1.6466106530287856,0.7948063451062595,0.794806345106259,-1.53261472729241,1.5326147273962525,-0.6618110984138239,2.387586298345133,-0.661811098413823,-1.1146296663628803,-3.242555741367939,2.0,2.5
