resistor,X,Y,voltage
H00,0.5,0.0,2.7410815829754434
V00,0.0,0.5,-2.899601664255636
H01,0.5,1.0,1.1558785513962428
H02,0.5,2.0,0.7265518519299325
V03,0.0,3.5,0.7265518519299317
V10,1.0,0.5,-1.472918713956627
V13,1.0,3.5,1.7503288563234851
V20,2.0,0.5,-0.7265518519299317
V23,2.0,3.5,2.8996016647617164
H30,3.5,0.0,-0.7265518519299325
H31,3.5,1.0,-1.4332886937631013
H32,3.5,2.0,-2.7410815834815234
