resistor,X,Y,voltage
H00,0.5,0.0,2.8996016646445266
V00,0.0,0.5,-2.7410815834073317
H01,0.5,1.0,1.4729187140091797
H02,0.5,2.0,0.7265518519136878
V03,0.0,3.5,0.7265518519136887
V10,1.0,0.5,-1.1558785515347916
V13,1.0,3.5,1.4332886936455744
V20,2.0,0.5,-0.7265518519136887
V23,2.0,3.5,2.741081583190095
H30,3.5,0.0,-0.7265518519136887
H31,3.5,1.0,-1.7503288561199613
H32,3.5,2.0,-2.8996016644272906
