resistor,X,Y,voltage
H00,0.5,0.0,2.74108158301114
V00,0.0,0.5,-2.8996016642219313
H01,0.5,1.0,1.4332886935734042
H02,0.5,2.0,0.7265518519037135
V03,0.0,3.5,0.7265518519037144
V10,1.0,0.5,-1.7503288559949874
V13,1.0,3.5,1.4729187140414526
V20,2.0,0.5,-0.7265518519037135
V23,2.0,3.5,2.8996016648833267
H30,3.5,0.0,-0.7265518519037144
H31,3.5,1.0,-1.1558785516198693
H32,3.5,2.0,-2.7410815836725355
