resistor,X,Y,voltage
H00,0.5,0.0,2.6528707575150676
V00,0.0,0.5,-2.838169890107471
H01,0.5,1.0,1.519455654442618
H02,0.5,2.0,0.7659044649759164
V03,0.0,3.5,0.7659044649759172
V10,1.0,0.5,-1.8900539196274266
V13,1.0,3.5,1.544162205461049
V20,2.0,0.5,-0.5064856793413153
V23,2.0,3.5,2.751696961588784
H30,3.5,0.0,-0.5064856793413162
H31,3.5,1.0,-1.519455654455709
H32,3.5,2.0,-2.7393436860861144
