N00-N01,N00-N10,N01-N02,N01-N11,N02-N03,N02-N12,N03-N13,N10-N11,N10-N20,N11-N12,N11-N21,N12-N13,N12-N22,N13-N23,N20-N21,N20-N30,N21-N22,N21-N31,N22-N23,N22-N32,N23-N33,N30-N31,N31-N32,N32-N33,nodes,numbers
2.69230624260433,2.69230624260433,1.5384607100596162,1.153845532544711,0.7692303550298085,0.7692303550298076,0.7692303550298085,1.153845532544711,1.5384607100596162,1.1538455325447128,1.1538455325447128,0.7692303550298094,1.1538455325447137,1.5384607100596188,0.7692303550298076,0.7692303550298085,1.1538455325447137,0.7692303550298094,1.1538455325447146,1.1538455325447146,2.692306242604333,0.7692303550298085,1.5384607100596188,2.692306242604333,correct,0.0
3.24255574074873,2.3875862980197318,1.1146296664749231,2.1279260744577755e-06,0.6618110984776191,0.4528185679973058,0.66181109847762,0.8549715706550733,1.532614727364657,1.5674461065461545,1.4154515389498885,0.8708036289579333,1.149461045585527,1.5326147274355533,0.7378083822403045,0.7948063451243526,1.3014556131817931,0.8518043080084006,1.2539573108079596,1.19695934795936,2.786572038243515,0.7948063451243526,1.646610653132753,2.8435700010921146,V01,1.0
2.838169890374079,2.652870757683649,1.8900539198636943,0.9481159705103828,0.5064856792859302,1.3835682404206295e-06,0.5064856792859294,1.1334151032008126,1.5194556544828357,0.9419393329215522,1.139591740789644,1.0129699750036192,1.3125375977225469,1.519455654289549,0.753551189507621,0.7659044649752156,1.114885189854455,0.778257740442811,1.219888031570621,1.2075347560063827,2.7393436858601707,0.7659044649752165,1.5441622054180266,2.7516969614244093,V02,1.0
2.387586297912909,3.2425557405454555,1.532614727354285,0.8549715705586216,0.7948063451302918,0.7378083822239923,0.7948063451302918,2.127926075345954e-06,1.114629666511707,1.4154515390196556,1.5674461065987757,0.8518043080365914,1.30145561320706,1.6466106531668832,0.4528185680131438,0.6618110984985623,1.1494610456279402,0.8708036289839809,1.1969593479964145,1.2539573108385849,2.8435700011632994,0.6618110984985623,1.532614727482544,2.786572038321129,H10,2.0
2.741081582975444,2.899601664255636,1.1558785513962428,1.5852030315791996,0.7265518519299325,0.4293266994663121,0.7265518519299317,1.426682950299007,1.472918713956627,2.2192833553091877e-06,0.7926026256843164,1.023777004393552,1.6248330522788068,1.7503288563234851,0.7463668620266963,0.7265518519299317,0.8322326458778457,0.7067368418331679,1.1492728084382304,1.3077928897184234,2.8996016647617164,0.7265518519299325,1.4332886937631013,2.7410815834815234,H11,2.0
2.739343685813372,2.751696961390362,1.5194556542551343,1.219888031558236,0.5064856792744585,1.0129699749806758,0.5064856792744576,1.2075347559812464,1.5441622054091146,1.312537597677574,1.114885189861913,1.3835682404206295e-06,0.9419393329642024,1.8900539199126296,0.7782577404340447,0.7659044649750699,1.1395917407798637,0.753551189516096,0.9481159705166676,1.1334151032274002,2.8381698904293,0.7659044649750708,1.5194556544911677,2.652870757718567,H12,2.0
2.8996016646445266,2.741081583407332,1.4729187140091795,1.4266829506353431,0.7265518519136878,0.746366862095492,0.7265518519136887,1.5852030318725383,1.1558785515347916,0.7926026254693284,2.219283357085544e-06,0.7067368417318844,0.8322326458329377,1.4332886936455744,0.4293266996211038,0.7265518519136887,1.624833052018909,1.0237770042062737,1.3077928895445212,1.1492728083073258,2.741081583190095,0.7265518519136887,1.7503288561199613,2.8996016644272906,V11,1.0
2.8996016643715725,2.7410815831415416,1.7503288560860542,1.1492728082855157,0.7265518519109833,1.0237770041750736,0.7265518519109824,1.3077928895155466,1.4332886936259923,1.624833051975612,0.8322326458254556,0.4293266996468921,2.219283357085544e-06,1.1558785515578744,0.70673684171501,0.7265518519109824,0.7926026254335135,0.7463668621069548,1.5852030319214094,1.4266829506913783,2.741081583479285,0.7265518519109824,1.4729187140179372,2.899601664709316,V12,1.0
2.652870757515068,2.838169890107471,1.519455654442618,1.1334151030724475,0.7659044649759164,0.7535511894667026,0.7659044649759172,0.9481159704800444,1.8900539196274264,1.139591740836873,0.9419393327156218,0.778257740485131,1.114885189818445,1.544162205461049,1.3835682395324511e-06,0.5064856793413153,1.3125375979396965,1.012969975114392,1.207534756127735,1.2198880316304046,2.751696961588784,0.5064856793413162,1.519455654455709,2.7393436860861144,H20,2.0
2.74108158301114,2.8996016642219318,1.4332886935734042,1.3077928894377342,0.7265518519037135,0.7067368416696906,0.7265518519037144,1.149272808226943,1.7503288559949874,0.8322326458053606,1.6248330518593177,0.7463668621377373,0.7926026253373148,1.4729187140414526,1.023777004091273,0.7265518519037135,2.2192833579737226e-06,0.4293266997161549,1.426682950841875,1.5852030320526662,2.8996016648833267,0.7265518519037144,1.1558785516198693,2.7410815836725355,H21,2.0
2.7865720380661525,2.8435700009294465,1.5326147273281725,1.2539573107379782,0.6618110984297623,0.8708036288984129,0.6618110984297623,1.1969593478746845,1.6466106530547595,1.1494610454886072,1.3014556131240562,0.4528185679611116,1.567446106425911,1.114629666390874,0.851804307943981,0.7948063451107803,1.415451538790462,0.7378083822775787,2.1279260744577755e-06,0.8549715708754762,3.242555741213237,0.7948063451107794,1.5326147273883597,2.387586298263835,H22,2.0
