resistor,X,Y,voltage
H00,0.5,0.0,2.739343685813372
V00,0.0,0.5,-2.751696961390362
H01,0.5,1.0,1.5194556542551343
H02,0.5,2.0,0.5064856792744585
V03,0.0,3.5,0.5064856792744576
V10,1.0,0.5,-1.5441622054091146
V13,1.0,3.5,1.8900539199126296
V20,2.0,0.5,-0.7659044649750699
V23,2.0,3.5,2.8381698904293
H30,3.5,0.0,-0.7659044649750708
H31,3.5,1.0,-1.5194556544911677
H32,3.5,2.0,-2.652870757718567
