node1,node2,voltage,letters
N00,N01,2.74108158301114,AB
N01,N02,1.4332886935734042,BC
N02,N03,0.7265518519037135,CD
N03,N13,0.7265518519037144,DE
N13,N23,1.4729187140414526,EF
N23,N33,2.8996016648833267,FG
N33,N32,-2.7410815836725355,GH
N32,N31,-1.1558785516198689,HI
N31,N30,-0.7265518519037149,IJ
N30,N20,-0.7265518519037135,JK
N20,N10,-1.7503288559949874,KL
N10,N00,-2.8996016642219313,LA
