node,voltage
N00,10.0
N01,7.258918417024557
N02,6.103039865628314
N03,5.376488013698381
N10,7.100398335744364
N11,5.673715385445357
N12,5.673713166162002
N13,4.64993616176845
N20,5.627479621787737
N21,4.881112759761041
N22,4.048880113883195
N23,2.8996073054449645
N30,4.900927769857805
N31,4.174375917927873
N32,2.7410872241647715
N33,5.640683248243239e-06
