node1,node2,voltage,letters
N00,N01,3.24255574074873,AB
N01,N02,1.1146296664749231,BC
N02,N03,0.6618110984776191,CD
N03,N13,0.66181109847762,DE
N13,N23,1.5326147274355533,EF
N23,N33,2.786572038243515,FG
N33,N32,-2.8435700010921146,GH
N32,N31,-1.6466106531327527,HI
N31,N30,-0.7948063451243526,IJ
N30,N20,-0.7948063451243526,JK
N20,N10,-1.532614727364657,KL
N10,N00,-2.3875862980197313,LA
