node,voltage
N00,10.0
N01,7.1003983356284275
N02,5.350069479542373
N03,4.62351762763139
N10,7.258918416858458
N11,5.951125527342912
N12,4.3262924753673
N13,3.8969657757204077
N20,5.825629723232466
N21,5.118892881517456
N22,4.326290256083943
N23,2.7410872241625333
N30,5.099077871321484
N31,4.372526019410501
N32,2.899607305392564
N33,5.640683248188601e-06
