node,voltage
N00,10.0
N01,7.100398335355473
N02,5.627479621346294
N03,4.900927769432606
N10,7.258918416592668
N11,5.67371538472013
N12,4.881112759250802
N13,4.174375917518917
N20,6.103039865057877
N21,5.673713165436773
N22,4.048880113417864
N23,2.741087223873343
N30,5.376488013144188
N31,4.6499361612304995
N32,2.899607305110538
N33,5.640683247617385e-06
