node,voltage
N00,10.0
N01,7.25891841698886
N02,5.825629723415456
N03,5.099077871511742
N10,7.100398335778069
N11,5.951125527551126
N12,5.118892881745765
N13,4.372526019608028
N20,5.350069479783081
N21,4.326292475691808
N22,4.32629025640845
N23,2.899607305566575
N30,4.623517627879368
N31,3.8969657759756533
N32,2.741087224355784
N33,5.640683248555862e-06
