node,voltage
N00,10.0
N01,6.75744425925127
N02,5.642814592776347
N03,4.981003494298728
N10,7.612413701980269
N11,6.757442131325195
N12,5.189996024779041
N13,4.319192395821108
N20,6.079798974615612
N21,5.341990592375307
N22,4.040534979193514
N23,2.7865776683855543
N30,5.284992629491259
N31,4.4901862843669065
N32,2.843575631234154
N33,5.630142039335629e-06
